node_id,current_ratio,debt_to_equity,ebitda_margin,interest_coverage,nwc_to_revenue,dio,dso,dpo,ccc,inventory_turnover,otif_rate,lead_time_mean,lead_time_std,lead_time_variability_ratio,total_orders_log,country_risk_score,disaster_risk_score,safety_stock_inflation_buffer,freight_cost_ratio,fill_rate_proxy,in_degree,out_degree,total_degree,betweenness_centrality,pagerank_centrality,clustering_coefficient,supplier_hhi_concentration,customer_hhi_concentration,is_hub_node,downstream_tier_exposure,port_congestion_index,port_throughput_volatility,freight_rate_shock_pctile,seasonal_sin_cycle,seasonal_cos_cycle,port_berth_load,macro_fuel_surcharge_idx,customs_dwell_variance,ais_vessel_queue_count,trade_lane_stress_score,baseline_financial_pd,sc_adjusted_pd,working_capital_velocity_index,trfsi_score,risk_adjusted_lc_spread_bps,working_capital_stress_flag,covenant_breach_probability,expected_loss_given_default,supply_chain_risk_exposure_index,target_default_12m
SUP_000,2.508644177905972,0.8851611587768273,0.11432390588171067,1.6241247805516643,0.32607962293788817,107.23955548343724,144.41512313063532,107.20482879384102,144.44984982023155,3.403594861565543,0.9696479388059924,18.152504221744152,5.214369303892167,0.28725344118890683,7.930206206684683,62.85800494337588,0.5870706444239219,6.674392708981974,0.10762370407793381,1.0,0,2,2,0.0,0.0029631890382721786,0,0.305,0.38,0,182.0114602852127,5.3140868506209324,4583.352028509074,0.7424657534246575,0.04514101777397193,-0.9989806246941579,0.8968286309423863,1.2260749574443093,0.7530905750130407,18,0.902641561774422,0.03979590478161767,0.04867411946494126,0.09631640021036515,0.48196727644454185,219.03353759223566,1,0.9998302868595097,0.4,42.75532131006801,0
SUP_001,1.739066539447161,2.756829449151946,0.035647230167518376,0.8645722095051511,0.1479895768107617,13.566418359945887,60.1490912930079,19.137297491576874,54.57821216137691,26.90466933244832,0.9739554393180092,10.318085746961732,1.4240964623239545,0.13801944442488226,6.811244378601294,53.0576538140926,0.2825571388896617,1.8228434717746618,0.09273695422083705,1.0,0,1,1,0.0,0.0029631890382721786,0,0.305,0.38,0,134.60054279009734,4.695579664371984,4629.376577774525,0.8273972602739726,0.04514101777397193,-0.9989806246941579,0.8718940817492329,1.374464986382749,4.099244517039663,11,0.8832565965741848,0.23025952209673609,0.25328547430640974,-0.13915704789925787,0.4048854447043898,1139.784634378844,0,0.07224373249038621,0.6000000000000001,29.699775692326895,0
SUP_002,1.1932665345426916,0.436364122398642,0.04137183629340896,1.2048204309652146,0.0435599035590461,67.08050856225132,133.9884559400067,46.04071401499227,155.02825048726578,5.441222909949716,0.8758107877498476,19.32246690461725,6.863075191239283,0.3551862826376118,7.307872780763706,70.86152009665597,0.1867054505258659,8.784736244786282,0.18471696994830286,0.8881395593177939,0,1,1,0.0,0.0029631890382721786,0,0.305,0.38,0,103.15044860077204,4.639874291728865,4629.635675569141,0.863013698630137,0.04514101777397193,-0.9989806246941579,0.9308173776105552,1.2443278340803638,2.6812351210943643,15,0.8954942784879549,0.05747631100069515,0.06953595854640567,0.21776819304266218,0.5402483711428606,312.9118134588255,1,0.9999547621553206,0.6000000000000001,33.945771554438366,0
SUP_003,0.30939111313465273,0.3647720343025884,0.06456059867968703,8.501530868709349,-0.15357276573973921,7.485035941955786,23.223616934015375,26.114320761006333,4.594332114964828,48.76396089884748,0.9453767657689428,29.559347245894717,4.991854014708829,0.16887565118347161,7.776115477098742,57.85747278347103,0.4988439076577192,6.389573138827301,0.06854052441333493,0.9908184303509705,0,2,2,0.0,0.0029631890382721786,0,0.305,0.38,0,391.3567058555653,4.463936419022188,4650.552407676801,0.6301369863013698,0.04514101777397193,-0.9989806246941579,0.98,1.20571742961426,1.0552892753266718,21,0.7614621350529037,0.08014705740043626,0.08415441027045807,-0.3431071332554258,0.42453374838150704,378.69484621706135,0,0.00015060363582779126,0.6000000000000001,38.10830634311999,0
SUP_004,0.9752230209984767,0.599716626534622,0.13380206265905892,3.12675649063092,-0.0032470741605760485,18.505759752816193,34.09193172137666,77.3328678650188,-24.73517639082594,19.723589027165154,0.8278722531273858,28.42298572266869,5.458688336194039,0.19205189734308856,7.993619994827744,52.24310951419263,0.0576289339921361,6.987121070328371,0.07959813533067055,0.8542208919232308,0,3,3,0.0,0.0029631890382721786,0,0.305,0.38,0,498.3556855686743,4.897220391626064,4660.607602339555,0.7780821917808219,0.04514101777397193,-0.9989806246941579,0.9017517901971978,1.186976771354529,2.128085731170785,17,0.8787631350530174,0.06486391013870933,0.0788993732136678,-0.5256276519339452,0.5095225777505213,355.0471794615051,0,3.85206611283479e-06,0.6000000000000001,22.626111825441136,0
SUP_005,1.179682235401596,0.19044806840179007,0.13436888524970036,5.9844252946801015,0.028525774422923283,35.323189852402265,65.29331756434951,25.805522744539093,74.81098467221268,10.333155117789483,0.9002085634398171,22.43556042898357,2.317801247659153,0.10330926454883121,7.0587581525186645,55.42674972830099,0.6408018437147049,2.966785597003716,0.06787993726086515,0.93695514475776,0,1,1,0.0,0.0029631890382721786,0,0.305,0.38,0,198.63477208810465,3.672694175461279,4717.2153222583065,0.8767123287671232,0.04514101777397193,-0.9989806246941579,0.8923148398826823,1.2876257098336816,2.775200736003493,17,0.8056255819296896,0.04315986465575356,0.04747585112132892,-0.06832554633114334,0.41403669059814524,213.64133004598014,0,0.494093545767989,0.4,41.394755202761544,0
SUP_006,3.200598790517957,0.40324893186353555,0.13872978071068534,6.0149708328633364,0.1853938079971066,113.56470590178819,15.228100141617226,321.0037540420994,-192.21094799869397,3.2140267268922034,0.9194174373434518,24.355323293685405,5.055225183625185,0.20756140752752197,7.707512194600341,26.88549631630204,0.1409416229526041,6.470688235040237,0.013517856217470824,0.9584488788293928,0,3,3,0.0,0.0029631890382721786,0,0.305,0.38,0,566.1895559084444,5.627546318052153,5225.2170186462645,0.6520547945205479,0.04514101777397193,-0.9989806246941579,0.8385036788445972,1.4012668622523015,2.2672166482160323,13,0.8887820290654893,0.018999207742725423,0.022527960074822474,-1.5000730638001631,0.4771988359657756,101.37582033670114,0,3.118673948824551e-15,0.4,14.98244721509894,0
SUP_007,0.9965106782514763,0.5352330642529416,0.30292588066537307,5.703932754552195,-0.003598950055932457,98.23031319678834,188.56246841163508,21.079332161458446,265.71344944696494,3.715757265975344,0.9105842044212112,25.60156131138151,2.485424498162063,0.09708097361457149,7.764720544771477,56.0805217046486,0.4898427776178048,3.1813433576474406,0.3211500031848599,0.934579035011872,0,1,1,0.0,0.0029631890382721786,0,0.305,0.38,0,36.8762457162002,5.554503322142935,5222.370564139618,0.8191780821917808,0.04514101777397193,-0.9989806246941579,0.7956755693706316,1.2029951745107963,2.7162395514372326,26,0.9650393733101839,0.05051833191511361,0.06326324061410125,0.6832624095315797,0.466793785901947,284.68458276345564,1,0.9999999999556621,0.6000000000000001,37.12749201039359,1
SUP_008,0.28380611512252857,0.10593032796676516,0.06633582072020666,1.2038481997504569,-0.1978583100973551,103.21013078203798,89.24466516712894,127.36097500122115,65.09382094794576,3.53647454212433,0.9073446806240972,26.52334817292759,4.163010040841249,0.15695642999892592,7.731492029245684,52.63326387674906,0.1248284341468342,5.328652852276799,0.038751007559460905,0.9195064978937171,0,1,1,0.0,0.0029631890382721786,0,0.305,0.38,0,130.87738104683223,3.529683511543022,5223.239587507192,0.8054794520547945,0.04514101777397193,-0.9989806246941579,0.8525272872885824,1.2824663766419364,2.1645466356762486,17,0.7557080771816995,0.06680964302295789,0.08446309108649651,-0.23942880911485195,0.42670005060970995,380.0839098892343,0,0.2247368458908019,0.6000000000000001,24.79815857510465,0
SUP_009,5.347518733434702,1.0824071415000638,0.08400364267721075,4.011182424758867,0.3925642111181418,80.39385383895664,45.07680867684048,17.425976015762675,108.04468650003446,4.540148065686223,0.8235230169847171,10.045794076108908,4.90567428177486,0.48833116074334276,7.273092595999522,51.263237842598045,0.4353953155431364,6.279263080671821,0.145405555917603,0.8705467545418102,0,1,1,0.0,0.0029631890382721786,0,0.305,0.38,0,89.36765894852513,5.247647376275314,5227.098891640087,0.8438356164383561,0.04514101777397193,-0.9989806246941579,0.7383825623272204,1.3155288065409174,2.575976158285273,14,0.9466825458467094,0.012025374868752572,0.01715725664193095,0.07467798669268966,0.5280354445177788,77.20765488868926,1,0.9841808091024399,0.4,33.56715460333331,0
SUP_010,1.1598218584759499,0.2530045363216371,0.5822644140302622,15.970580268537832,0.1906570428030456,65.27271375921242,273.6254076833334,58.49057983928339,280.4075416032624,5.591923163275632,0.883096827364938,23.299144263217173,5.899328815526149,0.2531993771479212,6.80903930604298,83.82799737899944,0.1759051969138456,7.5511408838734715,0.37544517366901364,0.9213649400650933,0,2,2,0.0,0.0029631890382721786,0,0.305,0.38,0,63.347294013868606,3.637963907403756,5221.106496215538,0.7452054794520548,0.04514101777397193,-0.9989806246941579,0.7535783118609704,1.3054198572925382,3.5780880393274823,11,0.736399130466403,0.027219506369575347,0.030701279737438764,0.6879068433160173,0.4549973174596806,138.15575881847442,1,0.9999999999929354,0.4,38.80835485901515,0
SUP_011,1.002311860373433,0.11822860018647825,0.16197989017748932,4.815541538018593,0.00029827224014787514,50.27240968276198,16.3045378161062,76.34166588427115,-9.764718385402972,7.26044369671732,0.7325234836692319,22.136434389774216,3.853862735752654,0.17409591210104375,7.403670290012373,61.351528706035126,0.5213909708481392,4.932944301763397,0.0644014581869564,0.7523490345389195,0,1,1,0.0,0.0029631890382721786,0,0.305,0.38,0,168.52352017990074,3.908146982509309,5248.4680831207015,0.7095890410958904,0.04514101777397193,-0.9989806246941579,0.6949303740390809,1.3690299672486854,3.006776501540108,15,0.7456092187988761,0.043068129959377435,0.06901364406674713,-0.46431642741782625,0.44475496264300507,310.5613983003621,0,2.502551073452432e-05,0.6000000000000001,40.18234060785823,0
SUP_012,2.6567836228158095,0.6374410043652046,0.06935728102945227,3.6198974593661037,0.5947346432387657,125.11087659569179,152.02386973157624,74.30345783070777,202.83128849656026,2.9174122181202016,0.9327757723145408,20.90254002815156,5.5953249533764735,0.26768636471168983,7.938088726896952,80.42509998691946,0.5195491639108027,7.162015940321886,0.21627684831023486,0.9592797469371557,0,2,2,0.0,0.0029631890382721786,0,0.305,0.38,0,82.60102873241944,4.860658803160741,5494.371960176873,0.6904109589041096,0.04514101777397193,-0.9989806246941579,0.7129384948259501,1.3290935747259025,2.6823879414251235,24,0.8312713597681289,0.03224338418255101,0.040481757533517765,0.36859481210362066,0.4680771424412747,182.16790890082996,1,0.9999998850663897,0.4,47.756514912091866,0
SUP_013,1.4125698881545081,0.7940060886174064,0.7583129554351371,23.591487032985466,0.3303036331014621,21.890584370338306,205.45852212598265,33.223183450861754,194.12592304545922,16.673835372552876,0.9205926352939028,28.00658422418472,6.115342299609645,0.21835373605928068,7.31986492980897,20.456898247885245,0.084368150646574,7.827638143500345,0.5526571878394595,0.9557472508059704,0,3,3,0.0,0.0029631890382721786,0,0.305,0.38,0,90.3134958447534,3.6752584347295634,5671.448159851341,0.8958904109589041,0.04514101777397193,-0.9989806246941579,0.6785153174204768,1.1735279670296164,1.656358215720061,26,0.8154710489524084,0.02985608891331544,0.02985608891331544,0.38439046000870586,0.4907949668886731,134.35240010991947,1,0.9999996587807901,0.4,10.713803818551318,0
SUP_014,0.5779638170003497,0.5587477063492072,0.18332848219224943,4.404556611007052,-0.12869879263917633,141.16641103017918,223.90097043925326,137.84273146009676,227.2246500093357,2.585600904183706,0.8757448010168307,13.490016396689134,2.913283274610375,0.21595846802123864,6.646390514847729,69.36088705716764,0.319843905470324,3.7290025915012803,0.06748367564433713,0.9167726193390953,0,2,2,0.0,0.0029631890382721786,0,0.305,0.38,0,121.08053281665632,5.203567422158573,5542.979994509853,0.9041095890410958,0.04514101777397193,-0.9989806246941579,0.6904052733912867,1.3460383039212394,0.8140228056254644,9,0.9724115367364052,0.07162590758719535,0.09672306716270378,0.37841204225391495,0.4912689623246654,435.253802232167,1,0.9999999945523486,0.6000000000000001,37.33967198697678,0
SUP_015,4.20632158590627,0.7468128164833633,0.08424070240156356,1.9764542070880375,0.26387803024374923,233.39145067751758,9.692585085176352,51.3101102633514,191.77392549934254,1.5638961878870579,0.7296215018008405,24.113872100437977,4.654419677476472,0.1930183447142002,7.824845691026856,28.31923355468312,0.5792813685692361,5.957657187169884,0.018380637859515214,0.7666622653296185,0,3,3,0.0,0.0029631890382721786,0,0.305,0.38,0,479.4237007557978,5.284590297012224,5574.506398951408,0.8684931506849315,0.04514101777397193,-0.9989806246941579,0.5945953694895968,1.4264481187303886,3.331512342428116,15,0.9627056050436882,0.01619381737899222,0.02926021590159853,0.3628995856545482,0.549248041256022,131.67097155719338,1,0.9999995421577503,0.4,28.706134478950332,0
SUP_016,4.41326190604608,1.609350635564864,0.14493056290662568,4.791127280932872,0.5022409907285865,65.02049439085594,104.90862596899987,36.14585341135247,133.78326694850333,5.613614652110845,0.9734938908388542,21.387599999322266,3.4018901441469582,0.15905899419545708,7.210079628170788,27.41622601771567,0.1407480972409607,4.354419384508106,0.17842766422390108,1.0,0,1,1,0.0,0.0029631890382721786,0,0.305,0.38,0,90.82061238144648,4.208195305309597,5568.679689262561,0.8136986301369863,0.04514101777397193,-0.9989806246941579,0.5938477757910584,1.4150023633912645,2.000477467453229,19,0.8276688455994529,0.02677707332916299,0.03014453191499543,0.14849042266982493,0.4240505179352507,135.65039361747944,1,0.9993564765557283,0.4,15.18893332431509,0
