node_id,tier,revenue_mil,cogs_mil,inventory_mil,ar_mil,ap_mil,current_assets_mil,current_liab_mil,total_debt_mil,total_equity_mil,ebitda_mil,interest_exp_mil,total_orders,on_time_orders,lead_time_mean,lead_time_std,country_risk,disaster_risk,otif_rate
SUP_000,Supplier,91.00573014260635,81.61978141886806,23.980463227437593,36.007133490788675,23.97269778959035,49.34516931276475,19.67005514267647,35.966061773894396,40.63221868387743,10.404130527519689,5.124793686842574,2779,2694,18.152504221744152,5.214369303892167,62.858004943375875,0.5870706444239219,0.9696479388059923
SUP_001,Supplier,134.60054279009734,104.02036979020896,3.866257135699319,22.18109681197255,5.453887018791958,46.87168843607428,26.952211070068955,35.6102500643759,12.917103042166898,4.798136529511506,4.439778634344752,907,883,10.318085746961732,1.4240964623239545,53.0576538140926,0.2825571388896617,0.9739554393180093
SUP_002,Supplier,103.15044860077204,158.78031928618972,29.180998814778764,37.86566941790814,20.0283815656565,27.74206801284452,23.24884441972255,29.7327219673516,68.1374119483388,4.267523473102836,2.8336328723668847,1491,1305,19.322466904617254,6.863075191239283,70.86152009665597,0.18670545052586596,0.8758107877498476
SUP_003,Supplier,195.67835292778264,111.76580771673211,2.291975583127286,12.450298933353123,7.996405898158081,13.462715314292996,43.513581168809374,26.52148825591657,72.70702181603173,12.633111613672735,1.1887846373805493,2382,2251,29.559347245894713,4.991854014708829,57.857472783471025,0.49884390765771924,0.9453767657689428
SUP_004,Supplier,166.11856185622477,110.18939806306788,5.586680898253601,15.51589772179644,23.345923727499144,21.230780592192595,21.770179881987993,24.44345973248882,40.758349278611654,22.227006222319343,5.6869171075958915,2961,2451,28.422985722668695,5.458688336194039,52.243109514192625,0.05762893399213612,0.8278722531273858
SUP_005,Supplier,198.63477208810463,112.36096555972327,10.873829365658459,35.53294041992002,7.943927266711817,37.20082895913758,31.534618258003526,14.94785171541778,78.48780951604171,26.69033289730692,3.5679727403108847,1162,1046,22.43556042898357,2.317801247659153,55.42674972830099,0.6408018437147049,0.9002085634398171
SUP_006,Supplier,188.72985196948142,21.260191690566693,6.6148148404242395,7.873964617818791,18.697537929661795,50.889266492847256,15.89992055349486,27.763371182832305,68.849211960784,26.18245097728627,3.4823046302051655,2224,2044,24.355323293685405,5.055225183625185,26.885496316302042,0.14094162295260415,0.9194174373434518
SUP_007,Supplier,36.876245716200195,98.69005357669477,26.55987636231931,19.050618953426557,5.699508001028162,37.902116257448355,38.03483202403126,38.37704276808185,71.7015545772515,11.170769209212638,1.5667462699727617,2355,2144,25.60156131138151,2.485424498162063,56.0805217046486,0.48984277761780487,0.9105842044212111
SUP_008,Supplier,130.87738104683223,42.26358651923534,11.950767923200704,32.0002960259597,14.747209825036382,10.261480677145636,36.15665812103947,6.589010972310758,62.20136479118625,8.681858485452835,5.769404140656591,2278,2066,26.52334817292759,4.163010040841249,52.63326387674906,0.12482843414683428,0.9073446806240973
SUP_009,Supplier,89.36765894852513,108.28795108720873,23.851193732123686,11.03673661457479,5.169926680662414,43.15210022502461,8.069555690421694,13.026766293829843,12.034996624076761,7.507208889210741,1.4972560395902788,1440,1185,10.045794076108908,4.90567428177486,51.263237842598045,0.43539531554313643,0.8235230169847171
SUP_010,Supplier,31.673647006934303,99.09764917707903,17.721568462866664,23.744423493398326,15.880216331718461,43.82339686131811,37.78459298818848,17.141932405769644,67.75345871260434,18.44243751469397,0.9238205352388213,905,799,23.299144263217173,5.899328815526149,83.82799737899944,0.17590519691384565,0.883096827364938
SUP_011,Supplier,168.52352017990074,90.44300365320484,12.456952692036856,7.527940021031584,18.916628949213365,21.792879957184354,21.742614069302693,7.81440021038158,66.09568410736634,27.29742129106423,4.534887065232718,1641,1202,22.136434389774216,3.853862735752654,61.351528706035126,0.5213909708481392,0.7325234836692319
SUP_012,Supplier,41.30051436620972,74.43620900596179,25.514463997797282,17.201819221522626,15.15306223822529,39.38846804310991,14.825621365944656,21.300594874352978,33.415790211935246,2.864491381558138,0.6330547014024539,2801,2612,20.902540028151556,5.5953249533764735,80.42509998691946,0.5195491639108027,0.9327757723145408
SUP_013,Supplier,30.1044986149178,138.64556288197812,8.315157237920513,16.94582409524576,12.61985471308479,34.04530003765348,24.101674772448202,47.1808982397139,59.42133053648172,22.82863131657131,0.7741311528061785,1509,1389,28.006584224184717,6.115342299609645,20.456898247885245,0.08436815064657402,0.9205926352939027
SUP_014,Supplier,60.54026640832816,34.045664181011475,13.167408831704424,37.13705314924822,12.857389986530961,10.670131321608281,18.461590514414194,7.0067708767832695,12.54013358294515,11.098755152153224,2.0158678627341997,769,673,13.490016396689134,2.913283274610375,69.36088705716764,0.319843905470324,0.8757448010168307
SUP_015,Supplier,159.8079002519326,24.47809284683586,15.65199342285476,4.243703206781458,3.441023679473154,55.321872667220546,13.152078731351022,28.95893070238477,38.77669218204946,13.462329766541808,5.4490834012799985,2501,1824,24.113872100437977,4.654419677476472,28.319233554683116,0.5792813685692361,0.7296215018008405
SUP_016,Supplier,90.82061238144648,135.04091442171506,24.05596443477584,26.103741519453937,13.373066019787139,58.97754201908784,13.363707678053231,37.632007739800166,23.38334910253523,13.162682475967497,2.197843088552574,1352,1316,21.387599999322262,3.4018901441469582,27.41622601771567,0.14074809724096074,0.9734938908388542
SUP_017,Supplier,60.55704739122232,51.390165894343205,25.81724961955186,23.765243166453423,14.037990961610427,15.738443593460874,39.8251686539291,37.526643644381764,14.73678533300011,25.358558208582366,3.489460195384553,1465,1135,12.975235134978696,6.535587986957927,47.86098555308092,0.13457577651306157,0.7749723812108557
SUP_018,Supplier,139.55382461097514,46.33311571186959,4.731750286700393,34.893515610958076,12.583732083234112,47.46418563478882,18.75173971283514,40.41365607129499,17.835514891507124,13.74712133523014,5.879339998854407,2790,2021,25.29812038644873,2.4685918274566383,36.810354267722516,0.14882381205937753,0.7246733271025098
SUP_019,Supplier,79.43871167686956,124.72896832485208,16.542804066110246,10.580607143576366,22.19009179749694,53.97909274757646,40.211401726702256,15.745829512169268,41.58675409266917,34.50465865264888,4.746068619704947,946,880,20.155299525219952,1.7931570337918967,42.3381075195917,0.21945853921190706,0.9307738695018987
SUP_020,Supplier,90.33110581045038,130.7599072925276,12.414114701672215,19.71278231157226,11.13977198116228,14.67039859876478,24.319669855279,13.802417287003177,23.0706307041129,5.10319144633079,2.4616903577797062,1820,1622,20.707054049385466,5.197869230566914,71.86442037503312,0.2875822835974729,0.8913984479219493
SUP_021,Supplier,184.7162123132678,92.2891857506903,6.422735039389744,28.748267372245692,20.24501106007985,25.838083853376332,39.71563250895386,45.77644646445949,29.383314116446623,34.45620859960233,1.2739134042681712,1514,1127,12.052946463236575,6.832135173049584,62.52901590112252,0.14126256993336372,0.7446347654296288
SUP_022,Supplier,99.25821530630282,104.21821363512129,4.336994379702732,35.64940563107153,20.48288131515531,35.260338678831914,43.7836847645893,23.799244067379487,78.88772233255484,24.041359960519692,3.990692002896678,1783,1381,29.93571945579656,7.372629484483488,62.648711171337744,0.12789586937103053,0.7747340720396096
SUP_023,Supplier,143.63497958150523,28.489420536703946,2.822196454866985,33.449462510194984,6.824317796724671,28.95135631095487,44.017923429118404,20.15782258374965,30.75428468983207,32.30086398755158,1.1091164492542696,1918,1818,27.828512237042276,5.305507887850483,40.41395167452758,0.20259318870699006,0.9478734153296497
SUP_024,Supplier,167.46591887686301,142.5741775229958,16.7121775512794,12.040577809099247,4.597693793456992,14.358973391591558,34.60586555209265,23.905342753147625,73.37519119945092,26.4091529239832,1.5519322985302269,1598,1428,22.32524686739683,5.111849975114116,42.90437152962754,0.5548685318508559,0.8941359805753364
SUP_025,Supplier,104.83169013166962,156.9702160121974,19.755979872280633,7.671795437886601,17.552083927734984,26.25520077158495,33.3941062773856,8.133851667308258,22.24170060231716,30.23932954389095,1.7494875636293319,1467,1126,9.598759175420359,1.6855914752942023,42.12470602333387,0.5698319085508052,0.7677733342660417
SUP_026,Supplier,58.795376382439734,67.2547838899004,3.918151385555428,31.236745776578907,11.391045883467376,47.96243665304214,41.43349024083142,15.474341619557993,66.5177221237966,3.950098372582358,5.44366063499136,1638,1603,27.958290675528257,5.4256135650067545,56.428641013728594,0.11659368152808865,0.9791382489109514
SUP_027,Supplier,100.46999788515657,81.75194932427931,26.20778106663476,23.225984146948175,10.749212626319421,58.840016425532966,12.09666195307368,24.01467927403751,12.94172726199837,26.4168359853087,5.549421037095328,2250,2048,10.803987107303117,5.658436455882898,83.23046098798558,0.5456234309999431,0.9103098304715618
SUP_028,Supplier,145.87676752271665,136.72183187761118,29.490363411297572,25.989746398380596,14.86125055707451,41.411905523164066,27.709007810177535,33.57900976593734,41.48895455807914,9.208625035149135,1.161359745814216,785,707,9.014718415386145,4.773175913492129,38.448849056528815,0.5447208848522193,0.9013852170193015
SUP_029,Supplier,33.36335713790956,47.82096667951546,22.446892118524087,25.155906966189182,3.4832992387308535,53.86197285811002,40.45868522456864,19.868360174409823,33.82840903446953,34.637935825555736,3.9439689437622603,1585,1347,25.480722131404185,1.418422680376845,57.882444280426824,0.6472625097147859,0.850025398412051
SUP_030,Supplier,174.0252968907571,90.60962491132047,3.7819454600259856,33.76082003227127,15.776505688075842,15.746649852978342,11.47271953846418,45.93320687464666,56.844018405665494,29.36646437745293,5.3343839515524705,1531,1345,19.38381973861091,3.9116926850222384,40.601528206422756,0.31075757651522706,0.8791261930828579
SUP_031,Supplier,159.29833803142816,102.27889749719408,26.99065211873569,19.405060532029946,15.963060310531343,41.56537765459944,29.892795005334044,36.61851978884823,26.62034278623644,18.90800465901109,1.0732364154459122,1929,1909,25.308507373397614,7.315827100791132,37.07391676891236,0.21294125885062393,0.99
SUP_032,Supplier,105.12148390596288,157.65684536403847,9.53085048314119,18.057960656467763,22.504040359340657,10.1460516310681,9.471340704577074,32.18322546820487,73.51661152989928,9.882269793263614,3.0830297607438997,940,845,15.289634156267116,4.236858666106119,32.74635132799554,0.41646804264546095,0.8996072613364126
SUP_033,Supplier,70.52297879287538,45.01392387357188,16.464033596487415,3.2037145689355704,2.1762727509321826,20.95344045509289,9.358690412530382,9.861158935881111,33.72024545371261,28.485327426133825,3.6462675385311547,817,618,16.72953063589896,1.479642964676383,38.058434730812735,0.5400093052704309,0.7564501192155405
SUP_034,Supplier,71.22121431732155,133.6399669684959,16.884785008924062,35.55491906236292,15.21992974808155,11.483411153236991,32.9905476792423,7.018410561060589,41.54179132881938,32.67108091761276,1.4086216663581759,518,512,17.042463655842006,6.917949316106296,66.41212189034567,0.41474312845442224,0.99
SUP_035,Supplier,75.68708921530077,134.44960571208773,28.74169432157969,33.38433645435838,2.035997419403877,41.820068509170355,9.892009113357727,16.592324915017485,14.166729024344018,21.925249947329796,4.276244524209337,1847,1760,16.44445542698955,4.074290006419915,43.988446414459574,0.12261500029111583,0.9530322634021722
SUP_036,Supplier,95.41060223374558,123.92081693222063,3.988214606931153,5.966660521030428,10.159739712227637,57.08628558094625,32.737187928747815,35.540148050265415,35.33439935865054,21.59080610988177,0.5557215121525886,709,643,11.055169180723375,1.9291469220758437,30.03090174340016,0.1531090887962567,0.9076487207683839
SUP_037,Supplier,134.81787667945412,122.44228128981388,16.839762641939725,33.673656104183166,24.799054214873564,51.0006314559678,33.71064782601049,28.962171474671596,41.41971501722958,4.784948557969898,2.6965281161708003,1880,1859,10.706072492722404,4.71944709763768,42.30587795622279,0.48750409252966875,0.9889356233792901
SUP_038,Supplier,137.41249674654915,137.6126326335365,21.38979914673831,18.90744986343548,17.478232315071946,23.769058712770928,19.33359945479387,40.5043321964357,41.24936614811075,28.346551237105633,5.023323055175531,1679,1565,20.74385978405159,5.983911462241462,26.4267851466413,0.5837912198105398,0.9326936467194126
SUP_039,Supplier,22.215746542893605,68.65758852776702,2.7677686792344143,17.540046337775777,14.093689774086446,35.58406932907559,14.128248840045817,34.058322954302554,13.134491535326775,27.14292506436971,5.706544386964504,2310,2266,8.559850717926519,5.26868103360485,61.39865063455831,0.254362499948775,0.9809960679602822
SUP_040,Supplier,32.90813999257718,74.39618975980864,10.71408986177502,28.053463670195345,15.932922737411879,28.229686409877,16.062024507434636,49.461618477001636,41.780113483728044,24.713049780747824,1.2730413216809842,1899,1707,29.503946595788094,4.551050051102859,28.826288059155914,0.10958132165221576,0.8988995096781948
