node_id,baseline_ccc,projected_dio,projected_dso,projected_dpo,projected_ccc,delta_ccc,covenant_breach_flag
SUP_000,144.44984982023155,130.64264341047496,145.6739246604855,104.9495478759309,171.36702019502954,26.91717037479799,1
SUP_001,54.57821216137691,28.13354432182528,61.30020531005767,16.946629081347016,72.48712055053593,17.908908389159023,0
SUP_002,155.02825048726578,91.95009614458749,137.5931862462605,42.37787583123998,187.16540655960802,32.137156072342236,1
SUP_003,4.594332114964828,28.31851542613265,25.0891977897918,23.494972247540474,29.91274096838397,25.318408853419143,0
SUP_004,-24.73517639082594,41.32743674520643,38.89512539319202,72.95095166192958,7.271610476468865,32.00678686729481,0
SUP_005,74.81098467221268,49.02855757007026,68.28810347835407,22.508651196136352,94.80800985228798,19.997025180075298,1
SUP_006,-192.210947998694,137.45215497584,17.74266420803093,317.99501560225116,-162.80019641838024,29.410751580313757,0
SUP_007,265.71344944696494,116.9996766050597,191.2978633011048,17.938095227776618,290.3594446783879,24.645995231422944,1
SUP_008,65.09382094794576,120.0979125095416,92.0610481515265,124.17114521058262,87.98781545048548,22.893994502539726,1
SUP_009,108.04468650003446,103.03681984817817,49.98873325222255,12.97882127053343,140.04673182986727,32.00204532983281,1
SUP_010,280.4075416032624,85.7670941316801,277.0479869992099,54.937032249757465,307.87804888113254,27.470507277870126,1
SUP_011,-9.764718385402972,67.52035653133053,23.491450724375404,70.52951813930963,20.482289116396316,30.24700750179929,0
SUP_012,202.83128849656023,148.1027606901397,154.20447542371272,71.49509441542588,230.81214169842653,27.980853201866296,1
SUP_013,194.1259230454592,42.893692841107324,207.9437062436351,30.232072980270296,220.6053261044721,26.479403059012924,1
SUP_014,227.2246500093357,159.8729048212707,227.5073504138325,134.17890347534922,253.201351759754,25.9767017504183,1
SUP_015,191.7739254993425,255.64510400674325,16.95204754015534,45.454432790364,227.1427187565346,35.368793257192095,1
SUP_016,133.78326694850333,82.15677563699829,106.07127869802854,33.94826177393528,154.27979256109154,20.496525612588215,1
SUP_017,226.90451268218092,204.75216492556694,149.3677098455417,94.52978440388684,259.5900903672218,32.6855776850409,1
SUP_018,29.407402322785387,51.687755311391165,98.64639972560826,93.20140458596381,57.132750451035605,27.725348128250218,0
SUP_019,32.08919621172964,63.0908287487848,50.84576201590758,62.09747350236162,51.83911726233076,19.749921050601117,0
SUP_020,83.21041227821266,63.46473634265024,82.86828204710888,27.666263166440448,118.66675522331866,35.456342945106,1
SUP_021,2.1401522375085165,49.85725474146099,63.690826169779996,74.43772207095797,39.11035884028301,36.970206602774496,0
SUP_022,74.54555116958167,38.922876508550004,137.22440475509964,66.55752832897856,109.58975293467107,35.0442017650894,1
SUP_023,33.72628908784296,57.69686316396953,86.80372542578634,84.84971440001326,59.65087418974261,25.924585101899652,0
SUP_024,57.25695375221415,63.375883486054654,29.389617153101707,10.0,82.76550063915636,25.508546886942206,0
SUP_025,31.836118687699106,61.808389357908226,33.01710601164994,35.5301428400096,59.295352529548566,27.45923384184946,0
SUP_026,153.36049709514486,40.786598932913336,194.93836019982737,59.70768346563542,176.01727566710528,22.656778571960416,1
SUP_027,153.39652835458872,140.30189168267424,87.12052030850961,44.84692948870651,182.57548250247734,29.178954147888618,1
SUP_028,104.08392567680934,98.67736832230695,67.99462403706696,36.3951768413756,130.27681551799833,26.192889841188986,1
SUP_029,419.9514854560165,191.17979909609153,279.4586614155118,22.53713382577088,448.1013266858325,28.14984122981599,1
SUP_030,22.492493679203317,32.61940333194023,74.3316615154025,59.93891158943848,47.01215325790425,24.519659578700935,0
SUP_031,83.81665646686912,121.71065186135742,45.462780853329086,54.96695169698896,112.20648101769754,28.389824550828422,1
SUP_032,32.66542455776005,45.79558840259742,65.71018564849606,48.79444564943344,62.71132840166004,30.045903843899993,0
SUP_033,132.43497120239647,145.43375830058858,23.169949879687188,12.193281700205768,156.41042648007,23.975455277673518,1
SUP_034,186.76168943689143,75.19450606908549,183.2146053273094,39.56895937694565,218.84015201944925,32.07846258255782,1
SUP_035,233.49540009996912,97.60403087173249,162.66972028979154,10.0,250.27375116152405,16.77835106155493,1
SUP_036,4.648090774292786,24.44799016382395,25.634663373307525,26.73952542445484,23.343128112676638,18.69503733838385,0
SUP_037,67.43995851601699,68.98290236609958,92.16657805885733,71.92589139207641,89.22358903288048,21.783630516863496,1
SUP_038,60.59757950966809,80.14644018915205,52.405304978113925,43.54919221116507,89.00255295610091,28.404973446432827,1
SUP_039,227.9679594052999,33.82569067916346,289.1792381330563,72.84033350476801,250.16459530745175,22.196635902151854,1
SUP_040,285.54999477200033,72.32226928643672,314.181963464675,74.8530443108024,311.6511884403093,26.10119366830895,1
SUP_041,122.47769576895124,52.04820741886676,112.93026952266173,20.295061362125562,144.68341557940295,22.20571981045171,1
SUP_042,330.96740096671823,562.5205025449378,248.35814574708536,455.6530528917163,355.2255954003069,24.258194433588642,1
SUP_043,89.60376984972972,62.27590522939466,86.05308141191306,33.55088714275429,114.77809949855343,25.174329648823715,1
SUP_044,330.50233256301226,83.57913551589141,289.9838645013332,10.0,363.56300001722457,33.06066745421231,1
SUP_045,93.84708524993523,180.6259159497512,79.32857620752266,127.12777081744046,132.8267213398334,38.979636089898165,1
SUP_046,45.64044626383185,95.42510524974597,58.12302413676322,64.41682644078098,89.1313029457282,43.49085668189635,1
SUP_047,19.3883913846203,30.40782524082675,57.74343713263407,41.535594753692806,46.61566761976802,27.22727623514772,0
SUP_048,-93.04727067544664,45.792814691918544,15.592705292899046,122.68385711829447,-61.29833713347688,31.748933541969762,0
SUP_049,75.0965004074448,82.07414242091289,63.92598428400653,44.598086438325474,101.40204026659393,26.305539859149135,1
SUP_050,247.34930042574555,239.36813385596386,105.15021983389386,61.94272968763049,282.5756240022272,35.22632357648163,1
SUP_051,84.77972964392548,127.58339228556045,65.07452425276387,86.5174934025188,106.14042313580552,21.360693491880042,1
SUP_052,197.46308142937136,67.39670509504943,169.17858657606916,10.0,226.57529167111858,29.11221024174722,1
SUP_053,96.33944305216734,29.446384209448585,150.5619328703921,43.93345053378024,136.07486654606043,39.735423493893094,1
SUP_054,173.17666908419432,73.73035368044823,178.70333018323416,49.281347759747916,203.1523361039345,29.975667019740172,1
SUP_055,-32.489434275123386,27.548739855021893,43.845738827435966,75.26400536846486,-3.8695266860070063,28.61990758911638,0
SUP_056,123.44758462523048,153.01654074200204,82.3370759086167,82.69534806951826,152.65826858110046,29.210683955869982,1
SUP_057,-155.1349629667139,66.13024780226044,84.5429296891644,275.7046526286842,-125.03147513725935,30.103487829454565,0
SUP_058,105.29004507541843,49.68074740122293,140.54569538803298,51.69649138677123,138.5299514024847,33.239906327066265,1
SUP_059,3.4884862084637405,40.38753452567934,122.54545690367348,132.7715023866994,30.161489042653415,26.673002834189674,0
SUP_060,35.57551787785786,71.67338541122596,23.911395609278312,32.15447247184232,63.43030854866196,27.8547906708041,0
SUP_061,65.6684440894762,41.857860249045046,93.98565549465229,42.59115661666647,93.25235912703087,27.583915037554675,1
SUP_062,50.92017692803954,114.90696209305936,72.61935130436204,114.22242730062229,73.30388609679912,22.38370916875958,0
SUP_063,283.276415231622,188.15439975925216,219.18605288156402,93.91564052715437,313.4248121136618,30.148396882039776,1
SUP_064,205.7215110754898,93.02737346278079,195.15801793796908,55.888222591566645,232.29716880918318,26.57565773369339,1
SUP_065,186.2372157707912,163.41957386783287,103.19704543664263,50.57627231955556,216.04034698491992,29.80313121412871,1
SUP_066,34.702634344410725,119.12286658108354,22.462402981615817,75.80913419661364,65.77613536608571,31.073501021674986,0
SUP_067,38.51073568858766,89.46127198463395,40.96404192185579,67.60828296907802,62.81703093741173,24.30629524882407,0
SUP_068,159.10978155621595,253.632551986944,43.72467633998001,112.03544008152537,185.32178824539866,26.212006689182715,1
SUP_069,6.603902897145986,99.81398306748964,85.1088684938434,153.02507678288936,31.897774778443704,25.29387188129772,0
SUP_070,84.01166248306195,73.30297890929344,103.71007060265755,61.842784419707314,115.1702650922437,31.15860260918174,1
SUP_071,169.92293970679174,268.2088735759382,44.667791468419665,122.27998719405318,190.5966778503047,20.673738143512963,1
SUP_072,66.7537631026307,67.20343462441419,78.01120025998014,50.7673949863468,94.44723989804754,27.693476795416842,1
SUP_073,298.1385092315857,91.87623725007924,241.57480623742288,10.588216292320197,322.8628271951819,24.724317963596206,1
SUP_074,85.99763714249065,64.78900811537177,124.42999614144053,83.34382844448491,105.87517581232738,19.87753866983674,1
SUP_075,3.05388107535282,33.57308887535362,53.53649421849154,58.27167174937917,28.837911344465986,25.784030269113167,0
SUP_076,52.3821407029562,113.18489400688918,17.179820371942,49.02727987379072,81.33743450504048,28.955293802084277,0
SUP_077,189.57314649199984,87.66167031098598,171.97273645977853,38.293662258578394,221.3407445121861,31.767598020186256,1
SUP_078,200.15982155301845,50.816863214267755,286.5993492186649,115.72484779427403,221.69136463865863,21.53154308564018,1
SUP_079,20.83563205337721,86.92206263075937,15.777274725743549,53.727071966456414,48.97226539004651,28.1366333366693,0
SUP_080,316.9605587173656,132.62528296982256,263.6588565609535,56.1400128106991,340.144126720077,23.18356800271141,1
SUP_081,101.01957968537477,29.848848078345384,136.48888565534995,42.04281573719301,124.29491799650232,23.275338311127555,1
SUP_082,280.0838550592665,106.0630739075936,202.7613166269291,13.903614053271546,294.92077648125115,14.836921421984641,1
SUP_083,59.11506265084461,133.24537900322306,23.74374424840731,70.11364348616601,86.87547976546435,27.76041711461974,1
SUP_084,49.6391533915824,127.47277425056885,28.721768790882916,65.05025098874981,91.14429205270196,41.50513866111956,1
SUP_085,477.13174817690185,403.0771315303089,261.49504202785215,160.27512192846288,504.2970516296981,27.165303452796252,1
SUP_086,114.78282284889823,231.47379690664053,49.37307884526028,134.89692763565802,145.9499481162428,31.167125267344574,1
SUP_087,90.35409768158496,68.42946070637909,62.71037884661808,12.293193415023628,118.84664613797354,28.492548456388576,1
SUP_088,29.18566589835659,20.135718948212237,94.87576656632085,69.50277762035563,45.50870789417746,16.323041995820873,0
